,index,CS Category No.,CS Category One Name,Computer Concepts No.,Parent Category,Computational Concepts,Computer Concept Sub No.,CS Category 3 Lesson,Learning Objective No.,Computational Thinking,Secondary Computational Thinking,Essential Prereq,Voluntary Prereq,Learning Objectives,col1,GCSE,TS,MC,JC,SC,Primary Stage,col2,col3,National Curriculum KS1,National Curriculum KS2,National Curriculum KS3,National Curriculum KS4,AS Level,A Level,Essential Preequisites,Voluntary Prerequisites,Recommended Key Stage Content No.,Recommended Key Stage Content (Text),Python Course,Level Assessment Qs.,Column21,Column22,Column23,Column24,uid,Essential Prereq uid,Voluntary Prereq uid
499,499,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_4,Decomposition,,"CT1_30_5_2,CT1_30_5_3",,Be able to break down and maximise the rewards for a given path with reinforced learning,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,34ae18b5-4da9-47f0-a2ba-ffc1bba18d03,"071c7a0a-3cdb-4e51-a65a-6a32db3193ae,e3b15a82-d49b-4f5c-8064-bf0cba370ac2",
500,500,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_5,Algorithms,,CT1_30_5_4,,Be able to reproduce a simple reinforced learning algorithm,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,a4baec96-f84c-4cc9-a656-fff2b1c75abc,34ae18b5-4da9-47f0-a2ba-ffc1bba18d03,
501,501,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_6,Abstraction,,CT1_30_5_5,,Explain a constrained environment,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,28810d8e-45c0-446a-879c-4f3799f67594,a4baec96-f84c-4cc9-a656-fff2b1c75abc,
502,502,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_7,Data Representation,,CT1_30_5_4,,Explain why a Q-Table is used to record information,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,212d9d9f-0da6-44d8-9468-7796c9fe47ac,34ae18b5-4da9-47f0-a2ba-ffc1bba18d03,
503,503,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_8,Data Representation,,CT1_30_5_7,,Explain how a Q-table can be used to count the maximum rewards for a situation,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,4778c390-7f69-4183-b07f-f1f4c8d337db,212d9d9f-0da6-44d8-9468-7796c9fe47ac,
504,504,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_1,Abstraction,,CT1_38_4_1,,Explain the idea of computer image processing,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,e5b16f47-2002-4c11-9560-ebe32c8406c7,a0114f59-7a5f-4297-9e83-68e19ae1c8aa,
505,505,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_2,Data Representation,,CT1_38_4_1,,Explain how a computer sees images as a collection of pixels,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,cad0e1aa-5d91-4e65-afd4-cc97a4a5af8b,a0114f59-7a5f-4297-9e83-68e19ae1c8aa,
506,506,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_3,Data Representation,,CT1_30_6_2,,Explain that a pixel is the smallest item of a digital image,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,9998022b-32bc-4b2b-bd7a-728199d02c49,cad0e1aa-5d91-4e65-afd4-cc97a4a5af8b,
507,507,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_4,Data Representation,,"CT1_30_6_3,CT1_35_1_2",,Explain that a pixel is a collection of colour values,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,cd1f03d5-6643-4bbc-bfe4-355532c2b1c7,"9998022b-32bc-4b2b-bd7a-728199d02c49,ce82db47-94a4-425f-9bbc-b8d9a970ed72",
508,508,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_5,Data Representation,,"CT1_30_6_2,CT1_40_8_1,CT1_23_6_1",,Be able to load an image into memory,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,e3258d11-6f9a-4bb9-8c10-cbc24c49de0f,"cad0e1aa-5d91-4e65-afd4-cc97a4a5af8b,412e5837-b7fa-496e-8389-0ed07c6aea94,db5eb1c2-9707-4f5f-b07c-a04376813c0b",
509,509,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_6,Algorithms,,CT1_30_6_5,,Be able to convert an image into greyscale,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,2b3cf016-7b98-4e8c-9781-82b6c916bb3c,e3258d11-6f9a-4bb9-8c10-cbc24c49de0f,
510,510,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_7,Algorithms,,CT1_30_6_5,,Be able to flip an image across either axis,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,38f366e6-1c12-4712-b7a7-d2578d206ce3,e3258d11-6f9a-4bb9-8c10-cbc24c49de0f,
511,511,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_8,Algorithms,,CT1_30_6_4,,Be able to invert the colours displayed in an image,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,8a8e5842-c0fd-4519-9745-79bef215267c,cd1f03d5-6643-4bbc-bfe4-355532c2b1c7,
512,512,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_6,Image Processing,CT1_30_6_9,Algorithms,,"CT1_30_6_8,CT1_30_6_7",,Be able to use a dataset of images to merge the common features across them,,,,,JC5.7,,,,,,,,,,,,,,,,,,,,,cbf4ec71-7204-4b1c-a21d-6e0a35a115ce,"8a8e5842-c0fd-4519-9745-79bef215267c,38f366e6-1c12-4712-b7a7-d2578d206ce3",
513,513,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_7,Object Detection,CT1_30_7_1,Abstraction,,"CT1_30_6_4,CT1_30_1_6",,Explain the concept of computational object detection,,,,,JC5.8,,,,,,,,,,,,,,,,,,,,,649e561f-4933-4411-a0e0-16a8bd557e5e,"8a8e5842-c0fd-4519-9745-79bef215267c,625848df-efb4-4f27-9db6-5b4195fcad49",
514,514,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_7,Object Detection,CT1_30_7_2,Data Representation,,CT1_30_7_1,,Explain that the input of object detection can be an image or scenario with several objects,,,,,JC5.8,,,,,,,,,,,,,,,,,,,,,fb6ef16b-ed47-4e63-ae3e-bcf0a9319339,649e561f-4933-4411-a0e0-16a8bd557e5e,
515,515,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_7,Object Detection,CT1_30_7_3,Abstraction,,CT1_30_7_2,,Explain the contract of a bounding box,,,,,JC5.8,,,,,,,,,,,,,,,,,,,,,fed0e518-7ff9-41d8-855d-0a2c1374a2c8,fb6ef16b-ed47-4e63-ae3e-bcf0a9319339,
516,516,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_7,Object Detection,CT1_30_7_4,Data Representation,,"CT1_30_7_3,CT1_33_1_21",,Explain that the output of object detection can be bounding boxes with classification labels,,,,,JC5.8,,,,,,,,,,,,,,,,,,,,,27fa4b02-667d-4065-a47b-d2c2d14f5de7,"fed0e518-7ff9-41d8-855d-0a2c1374a2c8,38f366e6-1c12-4712-b7a7-d2578d206ce3",
517,517,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_7,Object Detection,CT1_30_7_5,Data Representation,,"CT1_30_2_3,CT1_30_7_2",,Explain an agent can have a confidence in its detection outputs,,,,,JC5.8,,,,,,,,,,,,,,,,,,,,,a4792397-fce5-4f0d-a40c-18ee1f35157a,"043327cd-0950-4d17-96c7-f9abfb71fd56,fb6ef16b-ed47-4e63-ae3e-bcf0a9319339",
518,518,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_7,Object Detection,CT1_30_7_6,Algorithms,,CT1_30_7_5,,Be able to reproduce a simple common object detection on an image,,,,,JC5.8,,,,,,,,,,,,,,,,,,,,,adcfbfe9-c539-4ec2-8546-910942227541,a4792397-fce5-4f0d-a40c-18ee1f35157a,
519,519,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_8,Emotion Recognition,CT1_30_8_3,Algorithms,,"CT1_30_7_6,CT1_30_8_1",,Be able to reproduce a simple emotion detection on an image,,,,,JC5.9,,,,,,,,,,,,,,,,,,,,,b2a4339e-6352-4c54-94b7-eefb73d8d5ac,"adcfbfe9-c539-4ec2-8546-910942227541,77e10e32-28c6-40c7-a1e8-1368173f10e1",
520,520,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_8,Emotion Recognition,CT1_30_8_4,Algorithms,,CT1_30_8_3,,Be able to reproduce a multiple confidence emotion detection on an image,,,,,JC5.9,,,,,,,,,,,,,,,,,,,,,b1262f94-329a-46aa-8d97-f05ec4de30c2,b2a4339e-6352-4c54-94b7-eefb73d8d5ac,
521,521,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_8,Emotion Recognition,CT1_30_8_1,Abstraction,,CT1_30_8_4,,Explain the concept of computational emotion detection,,,,,JC5.9,,,,,,,,,,,,,,,,,,,,,77e10e32-28c6-40c7-a1e8-1368173f10e1,b1262f94-329a-46aa-8d97-f05ec4de30c2,
522,522,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_8,Emotion Recognition,CT1_30_8_2,Algorithms,,"CT1_30_7_1,CT1_30_8_3",,Explain the similarities and differences between object and emotion recognition,,,,,JC5.9,,,,,,,,,,,,,,,,,,,,,d6b3667d-92ab-4930-8993-e1efa5762298,"649e561f-4933-4411-a0e0-16a8bd557e5e,b2a4339e-6352-4c54-94b7-eefb73d8d5ac",
523,523,CT1,Computer Theory,CT1_31,AI CyberSecurity & Databases,Databases,CT1_31_1,Data Analysis,CT1_31_1_1,Algorithms,,CKT1_1_2_4,,Be able to assess data from a table,,,,,,,,,,,,,,,,,,,,,,,,,,6910b4c4-672d-4d34-bce5-2e99be653951,9449dd3f-e4c4-416d-b16e-7b53a7b38793,
524,524,CT1,Computer Theory,CT1_31,AI CyberSecurity & Databases,Databases,CT1_31_1,Data Analysis,CT1_31_1_2,Data Representation,,CT1_31_1_1,,Be able to identify outliers in a set of data,,,,,,,,,,,,,,,,,,,,,,,,,,87cba540-b540-42b1-a576-de9bef960c1d,6910b4c4-672d-4d34-bce5-2e99be653951,
525,525,CT1,Computer Theory,CT1_32,Programming Fundamentals,Exceptions,CT1_32_1,Exception Basics,CT1_32_1_1,Pattern Recognition,,CT1_33_2_2,,Explain an Exception within a program,,,,,JC3.4,,,,,,,,,,,,,,,,,,,,,21bb5a3a-8e3c-41f8-b1c5-3b414bcaf496,87b153f4-77d4-435e-beaf-bf3997e2a886,
526,526,CT1,Computer Theory,CT1_32,Programming Fundamentals,Exceptions,CT1_32_1,Exception Basics,CT1_32_1_2,Pattern Recognition,,CT1_33_2_2,,Explain what problems can cause exception within a program,,,,,JC3.4,,,,,,,,,,,,,,,,,,,,,d95983d3-05c2-43ff-8b9a-c4a68d5fa889,87b153f4-77d4-435e-beaf-bf3997e2a886,
527,527,CT1,Computer Theory,CT1_32,Programming Fundamentals,Exceptions,CT1_32_1,Exception Basics,CT1_32_1_3,Algorithms,,CT1_32_1_2,,Be able to catch an exception when it occurs,,,,,JC3.4,,,,,,,,,,,,,,,,,,,,,98cad072-4257-4d27-9fd0-14c60eab0dbf,d95983d3-05c2-43ff-8b9a-c4a68d5fa889,
528,528,CT1,Computer Theory,CT1_32,Programming Fundamentals,Exceptions,CT1_32_1,Exception Basics,CT1_32_1_4,Algorithms,,CT1_32_1_3,,Be able to handle an exception when it occurs,,,,,JC3.4,,,,,,,,,,,,,,,,,,,,,2951efb6-20b8-4318-a92d-754d34ecd220,98cad072-4257-4d27-9fd0-14c60eab0dbf,
529,529,CT1,Computer Theory,CT1_32,Programming Fundamentals,Exceptions,CT1_32_1,Exception Basics,CT1_32_1_5,Algorithms,,CT1_32_1_4,,Be able to use the 'try' and 'except' keywords,,,,,JC3.4,,,,,,,,,,,,,,,,,,,,,c68b3b89-1cb8-418d-aa30-48f40c0e30aa,2951efb6-20b8-4318-a92d-754d34ecd220,
530,530,CT1,Computer Theory,CT1_32,Programming Fundamentals,Exceptions,CT1_32_1,Exception Basics,CT1_32_1_6,Algorithms,,CT1_32_1_5,,Explain the use of an 'Else' statement following an exception statement,,,,,JC3.4,,,,,,,,,,,,,,,,,,,,,1bd24788-51e3-4206-8238-28b9ee0e9d71,c68b3b89-1cb8-418d-aa30-48f40c0e30aa,
531,531,CT1,Computer Theory,CT1_32,Programming Fundamentals,Exceptions,CT1_32_1,Exception Basics,CT1_32_1_7,Algorithms,,CT1_32_1_5,,Explain the use of a 'Finally' statement following an exception statement,,,,,JC3.4,,,,,,,,,,,,,,,,,,,,,a4e4b698-f06a-44e6-9b8e-53504a4720d1,c68b3b89-1cb8-418d-aa30-48f40c0e30aa,
532,532,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_1,Algorithms,,CT1_33_1_22,,Use events to handle input from the user to control a scene,,,,,JC4.2,,,,,,,,,,,,,,,,,,,,,eb233820-a2b3-417e-8c06-d6dba88a0448,256fb757-297b-4a6e-a747-0c18e35fc5e5,
533,533,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_2,Data Representation,,CT1_33_1_15,,Explain the concept of updating or switching a frame to update a scene,,,,,,,,,,,,,,,,,,,,,,,,,,0048478f-ae3e-4891-aea0-8aa77fbbe4b0,f6fe4411-04b3-4ca4-8b32-b5a6fab00ce4,
534,534,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_3,Algorithms,,CT1_33_1_6,,"Create and delete a basic set of shapes in a scene (rectangle, circle, triangle)",,,,,,,,,,,,,,,,,,,,,,,,,,473da2dc-0550-4c38-9f14-8873b4ddd7ff,04407a14-74c2-4d0b-8be5-5d38ceadae95,
535,535,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_4,Data Representation,,"CT1_30_6_2,CT1_2_5_2",,Explain the relation between coordinate systems and pixel mapping on a screen,,,,,JC4.2,,,,,,,,,,,,,,,,,,,,,bebb0471-a2ca-432c-9e6c-b15e4b8dfec9,"cad0e1aa-5d91-4e65-afd4-cc97a4a5af8b,dbbd06fd-3065-4047-afd6-30045829b9d3",
536,536,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_5,Data Representation,,CT1_23_6_1,,Explain how music files are stored and loaded into a program,,,,,JC4.3,,,,,,,,,,,,,,,,,,,,,0213c8e7-12fd-447a-831c-98a6260ace8e,db5eb1c2-9707-4f5f-b07c-a04376813c0b,
537,537,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_6,Algorithms,,CT1_33_1_5,,Load a music or audio file from a given path on a system,,,,,,,,,,,,,,,,,,,,,,,,,,04407a14-74c2-4d0b-8be5-5d38ceadae95,0213c8e7-12fd-447a-831c-98a6260ace8e,
538,538,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_7,Abstraction,,"CT1_33_1_21,CT1_30_6_5",,Explain image 'hitboxes' or 'surfaces' and how these define the area of an image or font,,,,,JC4.4,,,,,,,,,,,,,,,,,,,,,d4a609d3-2981-4177-855d-5938751ea683,"4d5d3880-6228-4e01-9f4d-4bbce1c7f9c9,e3258d11-6f9a-4bb9-8c10-cbc24c49de0f",
539,539,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_8,Algorithms,,CT1_33_1_7,,Load and use a surface to place an image or font in a scene,,,,,JC3.6,,,,,,,,,,,,,,,,,,,,,66c0342c-73cb-449d-a8bf-22ad898ae807,d4a609d3-2981-4177-855d-5938751ea683,
540,540,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_9,Abstraction,,"CT1_23_6_1,CT1_40_8_1,CT1_40_8_2",,Explain how a scoreboard is functionally set up to quickly read and write from a file,,,,,JC4.5,,,,,,,,,,,,,,,,,,,,,d0a4c7bb-092f-4760-b932-1fd63772c1f5,"db5eb1c2-9707-4f5f-b07c-a04376813c0b,412e5837-b7fa-496e-8389-0ed07c6aea94,59da0171-8ea4-4856-827c-4e9c2608c2b6",
541,541,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_10,Algorithms,,CT1_23_6_1,,Read and return a hierarchy from a file,,,,,,,,,,,,,,,,,,,,,,,,,,73c53a19-3a71-4020-ae75-346ac31eb95f,db5eb1c2-9707-4f5f-b07c-a04376813c0b,
542,542,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_11,Abstraction,,CT1_33_1_8,,Explain the concept of a sprite,,,,,JC4.6,,,,,,,,,,,,,,,,,,,,,585450bf-0577-47d9-9ecb-fdd58b8d11ba,66c0342c-73cb-449d-a8bf-22ad898ae807,
543,543,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_12,Algorithms,,CT1_33_1_11,,Load a sprite into memory,,,,,JC4.6,,,,,,,,,,,,,,,,,,,,,beeee466-2145-439e-8ee1-15cb91d0652b,585450bf-0577-47d9-9ecb-fdd58b8d11ba,
544,544,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_13,Algorithms,,CT1_33_1_12,,Use the surface of a sprite to 'draw' or 'blit' it onto a screen,,,,,JC4.1,,,,,,,,,,,,,,,,,,,,,5f78759b-51ad-4754-8edc-efc5f0251e9c,beeee466-2145-439e-8ee1-15cb91d0652b,
545,545,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_14,Abstraction,,CT1_33_1_15,,Explain the concept of 'clocks' and 'ticks' within game and their function of controlling the speed of a program,,,,,JC3.5,,,,,,,,,,,,,,,,,,,,,b7e16a68-e2a7-4295-a686-a40e9db65497,f6fe4411-04b3-4ca4-8b32-b5a6fab00ce4,
546,546,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_15,Data Representation,,0,,Explain the term 'FPS' or Frames Per Second,,,,,,,,,,,,,,,,,,,,,,,,,,f6fe4411-04b3-4ca4-8b32-b5a6fab00ce4,,
547,547,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_16,Algorithms,,CT1_33_1_14,,Demonstrate how to establish a clock to control the framerate of a scene,,,,,,,,,,,,,,,,,,,,,,,,,,7d712873-7dd1-480f-938c-4661a904af27,b7e16a68-e2a7-4295-a686-a40e9db65497,
548,548,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_17,Data Representation,,CT1_33_1_16,,Explain what a frame rate (FPS) is and how it relates to movement on a screen,,,,,,,,,,,,,,,,,,,,,,,,,,43c6395d-13b8-440b-a000-cb6f260c27dc,7d712873-7dd1-480f-938c-4661a904af27,
549,549,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_18,Data Representation,,CT1_33_1_17,,Explain what a comfortable/ideal framerate (FPS) is,,,,,,,,,,,,,,,,,,,,,,,,,,278359f5-a783-474e-80f8-714232f96f06,43c6395d-13b8-440b-a000-cb6f260c27dc,
550,550,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_19,Data Representation,,CT1_33_1_18,,Explain the differences between a low and high framerate (FPS),,,,,,,,,,,,,,,,,,,,,,,,,,159a0dd1-16ae-465e-bca2-3c027135d1da,278359f5-a783-474e-80f8-714232f96f06,
551,551,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_20,Data Representation,,CT1_33_1_17,,Explain the comparison between framerate and a flipbook,,,,,,,,,,,,,,,,,,,,,,,,,,b9cfc8ed-30e5-4199-90ed-a2cb24d49bea,43c6395d-13b8-440b-a000-cb6f260c27dc,
552,552,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_21,Data Representation,,CT1_30_7_3,,Explain that an object on a screen has a bondary or bounding box of coordinates that defines its size,,,,,,,,,,,,,,,,,,,,,,,,,,4d5d3880-6228-4e01-9f4d-4bbce1c7f9c9,fed0e518-7ff9-41d8-855d-0a2c1374a2c8,
553,553,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_22,Algorithms,,CT1_33_1_24,,Demonstrate how to collect inputs from the keyboard an mouse,,,,,JC4.1,,,,,,,,,,,,,,,,,,,,,256fb757-297b-4a6e-a747-0c18e35fc5e5,2aaffbe8-2b77-46f0-b15c-3dec26f5fc8d,
554,554,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_23,Data Representation,,"CT1_33_1_22,CT1_2_5_2",,Explain that a mouse or cursors position on a screen is represented as a coordinate in pixels,,,,,,,,,,,,,,,,,,,,,,,,,,31a994fb-1de8-4e84-b266-852f1b7d43e6,"256fb757-297b-4a6e-a747-0c18e35fc5e5,dbbd06fd-3065-4047-afd6-30045829b9d3",
555,555,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_24,Pattern Recognition,,0,,Explain how a program must handle an event,,,,,,,,,,,,,,,,,,,,,,,,,,2aaffbe8-2b77-46f0-b15c-3dec26f5fc8d,,
556,556,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_25,Pattern Recognition,,"CT1_10_2_3,CT1_9_1_7",,Explain the concept of a game loop and how it controls the display,,,,,JC3.6,,,,,,,,,,,,,,,,,,,,,e4d47d2c-dd36-4e2b-b41d-c62e5ea90f9a,"5e241ab3-2816-4d3d-b719-a2ce1c0eec54,4a52ace4-7bbe-4d28-9ac2-8b98b4833fd8",
557,557,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_1,Game Concepts,CT1_33_1_26,Algorithms,,CT1_33_1_25,,Be able to identify and conclude a game loop,,,,,JC3.5,,,,,,,,,,,,,,,,,,,,,b035d4ab-82c0-4d0a-905a-72b361175a21,e4d47d2c-dd36-4e2b-b41d-c62e5ea90f9a,
558,558,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_1,Pattern Recognition,,0,,Explain how indentation is a way to show that a group of statements belong to a particular block of code,,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,8c679251-9208-457d-ada4-28eb8076c908,,
559,559,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_2,Pattern Recognition,,CT1_33_2_1,,Demonstrate how to spot indentation errors in a block of code,,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,87b153f4-77d4-435e-beaf-bf3997e2a886,8c679251-9208-457d-ada4-28eb8076c908,
560,560,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_3,Pattern Recognition,,CT1_33_2_2,,Create basic code with correct indentation,,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,4bc7ca8b-6fc8-4b42-897c-5e35656f18a7,87b153f4-77d4-435e-beaf-bf3997e2a886,
561,561,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_4,Pattern Recognition,,"CT1_33_2_3,CT1_40_1_11",,Create complex nested code with correct indentation,,,,,JC2.8,,,,,,,,,,,,,,,,,,,,,f538731a-4aa3-4763-9941-42ea4330507f,"4bc7ca8b-6fc8-4b42-897c-5e35656f18a7,55c5e357-43b9-4815-a731-82b09c4ec448",
562,562,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_5,Pattern Recognition,,CT1_33_2_9,,"Explain CamelCase as a format of writing code in a legible way, ArrayOfAnimals",,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,1b66a758-6851-4176-91f3-d272e1db3795,5c70572b-8fdb-4cbd-8a18-303ff7ae7874,
563,563,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_6,Pattern Recognition,,CT1_33_2_9,,"Explain SnakeCase as a format of writing code in a legible way, array_of_animals",,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,a33d60ae-c53d-413f-a8b5-af97dbd74c30,5c70572b-8fdb-4cbd-8a18-303ff7ae7874,
564,564,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_7,Decomposition,,0,,Create a descriptive comment for a block of code,,,,,JC6.6,,,,,,,,,,,,,,,,,,,,,e729dc64-1a34-4e83-aa8d-ad3d62beb399,,
565,565,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_8,Decomposition,,CT1_33_2_7,,Create a multi-line comment for a block of code,,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,e574506c-55ce-4660-a0bd-e980c3f57d58,e729dc64-1a34-4e83-aa8d-ad3d62beb399,
566,566,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_2,Style,CT1_33_2_9,Pattern Recognition,,0,,Explain that coding style can be unique to an programmer,,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,5c70572b-8fdb-4cbd-8a18-303ff7ae7874,,
567,567,CT1,Computer Theory,CT1_33,Programming Paradigms,Functional Programming,CT1_33_3,Keywords,CT1_33_3_1,Abstraction,,"CT1_39_1_4,CT1_10_2_5,CT1_8_1_2,CT1_10_1_3",,Explain the term keyword and how it defines the recognised words in a programming language,,,,,JC6.7,,,,,,,,,,,,,,,,,,,,,1455e15a-f475-4c32-bae4-dfacaada19d4,"4b451bf7-1547-4690-8f26-04b3b2ccc7a5,bea2455a-bd95-4d37-baf2-eb22173247cf,d8c50445-6732-4f28-a173-4875ea23be46,202a328c-86b7-428a-8c11-5a7e6862bfce",
